"bin","max","min","mid","hemisphere","ssc","name","max_age","mid_age","min_age","duration","abbr","color"
1,90,-90,0,"Global",0.392126710748885,"coniacian",89.8,88.05,86.3,3.5,"Cnc","#CCE968"
1,90,-90,0,"Global",0.591982015736231,"turonian",93.9,91.85,89.8,4.1,"Trnn","#BFE35D"
1,90,-90,0,"Global",0.850790593145517,"cenomanian",100.5,97.2,93.9,6.6,"Cnm","#B3DE53"
1,90,-90,0,"Global",1.05897686542848,"albian",113,106.75,100.5,12.5,"Alb","#CCEA97"
1,90,-90,0,"Global",0.676895306859206,"aptian",125,119,113,12,"Ap","#BFE48A"
1,90,-90,0,"Global",0.455696202531646,"barremian",129.4,127.2,125,4.4,"Brrm","#B3DF7F"
1,90,-90,0,"Global",0.388486667843899,"hauterivian",132.9,131.15,129.4,3.5,"Htr","#A6D975"
1,90,-90,0,"Global",0.482388277054701,"valanginian",139.8,136.35,132.9,6.9,"Vl","#99D36A"
1,90,-90,0,"Global",0.732177263969171,"berriasian",145,142.4,139.8,5.2,"Brrs","#8CCD60"
1,90,-90,0,"Global",0.868630787140682,"tithonian",152.1,148.55,145,7.1,"Tt","#D9F1F7"
1,90,-90,0,"Global",0.65807767170266,"kimmeridgian",157.3,154.7,152.1,5.2,"Km","#CCECF4"
1,90,-90,0,"Global",0.582347588717016,"oxfordian",163.5,160.4,157.3,6.2,"Ox","#BFE7F1"
1,90,-90,0,"Global",0.645624103299857,"callovian",166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
1,90,-90,0,"Global",0.662534729643086,"bathonian",168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
1,90,-90,0,"Global",0.576426157821507,"bajocian",170.3,169.3,168.3,2,"Bj","#A6DDE0"
1,90,-90,0,"Global",0.352422907488987,"aalenian",174.1,172.2,170.3,3.8,"Aln","#9AD9DD"
1,90,-90,0,"Global",0.924360275053545,"toarcian",182.7,178.4,174.1,8.6,"Trc","#99CEE3"
1,90,-90,0,"Global",1.30316482887011,"pliensbachian",190.8,186.75,182.7,8.1,"Pl","#80C5DD"
1,90,-90,0,"Global",0.874069278083522,"sinemurian",199.3,195.05,190.8,8.5,"Snm","#67BCD8"
1,90,-90,0,"Global",0.527009222661397,"hettangian",201.3,200.3,199.3,2,"Htt","#4EB3D3"
1,90,-90,0,"Global",0.897170462387854,"rhaetian",208.5,204.9,201.3,7.2,"Rht","#E3B9DB"
1,90,-90,0,"Global",1.46684628049693,"norian",228,218.25,208.5,19.5,"N","#D6AAD3"
1,90,-90,0,"Global",1.33018031333136,"carnian",237,232.5,228,9,"Cr","#C99BCB"
1,90,-90,0,"Global",1.07621996166888,"ladinian",242,239.5,237,5,"Ldn","#C983BF"
1,90,-90,0,"Global",1.33425034387895,"anisian",247.2,244.6,242,5.2,"An","#BC75B7"
1,90,-90,0,"Global",0.711743772241993,"olenekian",251.2,249.2,247.2,4,"Ol","#B051A5"
1,90,-90,0,"Global",0.915066374532801,"induan",252.17,251.685,251.2,0.97,"I","#A4469F"
1,90,-90,0,"Global",0.881057268722467,"changhsingian",254.17,253.17,252.17,2,"Chn","#FCC0B2"
1,90,-90,0,"Global",1.25335720680394,"wuchiapingian",259.9,257.035,254.17,5.73,"Wc","#FCB4A2"
1,90,-90,0,"Global",0.993250986883993,"capitanian",265.1,262.5,259.9,5.2,"Cp","#FB9A85"
1,90,-90,0,"Global",1.34066228716986,"wordian",268.8,266.95,265.1,3.7,"Wr","#FB8D76"
1,90,-90,0,"Global",1.65947994250621,"roadian",272.3,270.55,268.8,3.5,"Rd","#FB8069"
1,90,-90,0,"Global",1.09532267613973,"kungurian",279.3,275.8,272.3,7,"Kn","#E38776"
1,90,-90,0,"Global",0.948393711551606,"artinskian",290.1,284.7,279.3,10.8,"Art","#E37B68"
1,90,-90,0,"Global",0.988688730624214,"sakmarian",295.5,292.8,290.1,5.4,"Sk","#E36F5C"
1,90,-90,0,"Global",0.837687650327611,"asselian",298.9,297.2,295.5,3.4,"As","#E36350"
