"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","mid_ma"
"1776",1989,"col","Coleraine",-93,47,"Arcturus Mine",NA,"",30,"Turonian","",93.9,89.8,53,"gp_mid",-47.51,51.37,"101",91.85
"1777",1990,"col","Coleraine",-93.427498,47.288891,"Mines in Coleraine-Bovey vicinity",NA,"",18,"Turonian","",93.9,89.8,53,"gp_mid",-47.83,51.72,"101",91.85
"5473",14414,"col","Straight Cliffs",-111.966263,37.602398,"Jimmy Canyon (MNA 995)",NA,"OMNH V843; UMNH VP Loc. 129",29,"Turonian","",93.9,89.8,1412,"gp_mid",-71.4,45.49,"101",91.85
"5477",14418,"col","Straight Cliffs",-111.5,37.799999,"Tibbet Canyon Member, OMNH V17",NA,"MNA 1006-2, NB4",3,"Turonian","",93.9,89.8,1412,"gp_mid",-70.83,45.62,"101",91.85
"14894",29008,"col","Raritan",-74.216667,40.450001,"New Jersey amber",NA,"",2,"Turonian","",93.9,89.8,7496,"gp_mid",-31.08,41.41,"109",91.85
"19544",34053,"col","Magothy",-75.783058,39.533054,"Chesapeake-Delaware canal, Bethel, Cecil Co., MD",NA,"Slide M 70, South bank of the Chesapeake-Delaware canal at Bethel, Cecil Co., Maryland (Magothy Formation)",1,"Turonian","",93.9,89.8,8968,"gp_mid",-32.94,40.83,"109",91.85
"20126",34851,"col","",26.360001,-22.309999,"Orapa (National Museum, Gaborone)",NA,"",12,"Turonian","",93.9,89.8,9318,"gp_mid",17.47,-36.34,"701",91.85
"20318",35104,"col","Brezno",14.466667,50.349998,"Chorousky, Czechia",NA,"Chorousek",1,"Turonian","",93.9,89.8,9216,"gp_mid",27.24,43.6,"305",91.85
"22155",37714,"col","Bathurst Island",130.383331,-11.616667,"Palliamandera Creek, Bathurst Island",NA,"",2,"Turonian","",93.9,89.8,10062,"gp_mid",126.88,-47.21,"801",91.85
"22720",38519,"col","",142,45,"Ammonites from northwestern Hokkaido",NA,"",5,"Turonian","",93.9,89.8,10330,"gp_mid",142.3,52.29,"610",91.85
"22795",38595,"col","Lewes Nodular Chalk",-3.1,50.700001,"Lewes Nodular Chalk-Beer Head 1",NA,"",10,"Turonian","",93.9,89.8,10260,"gp_mid",11.76,44.81,"315",91.85
"22797",38598,"col","Lewes Nodular Chalk",-3.1,50.700001,"Lewes Nodular Chalk-Annis`Knob",NA,"",1,"Turonian","",93.9,89.8,10260,"gp_mid",11.76,44.81,"315",91.85
"22798",38601,"col","Lewes Nodular Chalk",-2.966667,50.75,"Lewes Nodular Chalk-Allhallows",NA,"",8,"Turonian","",93.9,89.8,10260,"gp_mid",11.88,44.85,"315",91.85
"22799",38604,"col","Lewes Nodular Chalk",-2.966667,50.75,"Lewes Nodular Chalk-Lynch Cottage",NA,"",2,"Turonian","",93.9,89.8,10260,"gp_mid",11.88,44.85,"315",91.85
"22800",38607,"col","Lewes Nodular Chalk",-2.966667,50.75,"Lewes Nodular Chalk-Chapel Rock 1",NA,"",1,"Turonian","",93.9,89.8,10260,"gp_mid",11.88,44.85,"315",91.85
"22836",38663,"col","",31.075001,30,"El Gaa, Abou Roach",NA,"",1,"Turonian","",93.9,89.8,10375,"gp_mid",36.08,13.14,"715",91.85
"22974",38890,"col","Jandaira",-37.362499,-5.775,"Jandaira Formation, Bed 5, Potiguar Basin",NA,"",4,"Turonian","",93.9,89.8,10504,"gp_mid",-5.09,-6.86,"201",91.85
"22979",38891,"col","Jandaira",-37.362499,-5.775,"Jandaira Formation, Bed 14, Potiguar Basin",NA,"",6,"Turonian","",93.9,89.8,10504,"gp_mid",-5.09,-6.86,"201",91.85
"23444",39577,"col","Mikasa Sandstone",141.949997,43.25,"Ikushumbetsu Area, Mikasa Sandstone, Hokkaido",NA,"",19,"Turonian","",93.9,89.8,10664,"gp_mid",143.01,50.6,"610",91.85
"23532",39669,"col","Mikasa Sandstone",141.949997,43.033333,"Yubari Area, Mikasa Sandstone, Hokkaido",NA,"",7,"Turonian","",93.9,89.8,10664,"gp_mid",143.1,50.39,"610",91.85
"23679",39822,"col","Saku",142,44.833332,"Abeshinai Area, Saku Formation, Hokkaido",NA,"",3,"Turonian","",93.9,89.8,10664,"gp_mid",142.38,52.13,"610",91.85
"23680",39823,"col","",141.949997,43.25,"Ikushumbetsu Area, Yezo Group, Hokkaido",NA,"",3,"Turonian","",93.9,89.8,10664,"gp_mid",143.01,50.6,"610",91.85
"23930",40211,"col","",130.25,32.333332,"Gosyonoura Island, Gosyonoura Group, Kyushu",NA,"",3,"Turonian","",93.9,89.8,10664,"gp_mid",134.49,37.67,"610",91.85
"23937",40218,"col","Mikasa Sandstone",141.96666,43.133331,"Manji Area, Mikasa Sandstone, Hokkaido",NA,"",4,"Turonian","",93.9,89.8,10664,"gp_mid",143.08,50.49,"610",91.85
"23970",40252,"col","Tano",131.5,33.166668,"Nozu Area, Tano Formation, Kyushu",NA,"",1,"Turonian","",93.9,89.8,10664,"gp_mid",135.52,38.74,"610",91.85
"24012",40318,"col","Ryozen",131.333328,33.083332,"Onogawa Area, Ryozen Formation, Kyushu",NA,"",2,"Turonian","",93.9,89.8,10664,"gp_mid",135.37,38.63,"610",91.85
"26905",44196,"col","",-120.790001,36.639,"Southwest slope of Panoche Hills",NA,"",5,"Turonian","",93.9,89.8,11610,"gp_mid",-79.56,43.37,"130",91.85
"26907",44198,"col","",-122.235558,40.637501,"Pacheco Group - Gas Point, Shasta",NA,"",17,"Turonian","",93.9,89.8,11610,"gp_mid",-82.26,49.89,"101",91.85
"26908",44199,"col","",-122.097221,39.50528,"Pacheco Group - Thomson Creek, Yolo",NA,"",4,"Turonian","",93.9,89.8,11610,"gp_mid",-80.61,46.32,"130",91.85
"26909",44200,"col","",-122.337502,39.308887,"Pacheco Group - Putah Creek (Kennett collection), Yolo",NA,"",6,"Turonian","",93.9,89.8,11610,"gp_mid",-80.9,46.14,"130",91.85
"26910",44201,"col","",-122.337502,39.308887,"Pacheco Group - Putah Creek (McCoy and Anderson), Yolo",NA,"",8,"Turonian","",93.9,89.8,11610,"gp_mid",-80.9,46.14,"130",91.85
"26911",44202,"col","",-122.337502,39.308887,"Pacheco Group - Logan Creek, Glenn",NA,"",7,"Turonian","",93.9,89.8,11610,"gp_mid",-80.9,46.14,"130",91.85
"26913",44204,"col","",-122.445274,40.325558,"CAS 31101a - Dy Creek, Tehama",NA,"CAS 31101a",2,"Turonian","",93.9,89.8,11610,"gp_mid",-80.88,47.16,"130",91.85
"26914",44205,"col","",-122.235558,40.637501,"Pacheco Group - Little Cow Creek (uppermost Turonian), Shasta",NA,"",3,"Turonian","",93.9,89.8,11610,"gp_mid",-82.26,49.89,"101",91.85
"26916",44207,"col","",-122.445274,40.325558,"CAS 31096 - Dy Creek, Tehama",NA,"Basal ""Upper Cretaceous Series"" conglomerate",2,"Turonian","",93.9,89.8,11610,"gp_mid",-80.88,47.16,"130",91.85
"26917",44208,"col","",-122.445274,40.325558,"CAS 31097 - Dy Creek, Tehama",NA,"CAS 31097",4,"Turonian","",93.9,89.8,11610,"gp_mid",-80.88,47.16,"130",91.85
"26918",44209,"col","",-122.445274,40.325558,"CAS Loc. 28178 - Dy Creek [Pacheco Gp}",NA,"",2,"Turonian","",93.9,89.8,11610,"gp_mid",-80.88,47.16,"130",91.85
"26920",44211,"col","",-122.445274,40.325558,"CAS 31101 - Dy Creek, Tehama",NA,"CAS 31101",2,"Turonian","",93.9,89.8,11610,"gp_mid",-80.88,47.16,"130",91.85
"26921",44212,"col","",-122.362778,40.651112,"CAS Loc. 1284 - Sand Flat [Pacheco Gp]",NA,"",10,"Turonian","",93.9,89.8,11610,"gp_mid",-82.41,49.92,"101",91.85
"26922",44213,"col","",-122.235558,40.637501,"CAS Loc. 1293A - Millville [Member II]",NA,"",18,"Turonian","",93.9,89.8,11610,"gp_mid",-82.26,49.89,"101",91.85
"26924",44215,"col","",-122.235558,40.637501,"Pacheco Group - Alturas Highway, Frazier Corners",NA,"",3,"Turonian","",93.9,89.8,11610,"gp_mid",-82.26,49.89,"101",91.85
"26925",44216,"col","",-122.235558,40.637501,"Pacheco Group - Fitch home, Shasta",NA,"",4,"Turonian","",93.9,89.8,11610,"gp_mid",-82.26,49.89,"101",91.85
"26926",44217,"col","",-122.235558,40.637501,"CAS Loc. 27831 - Little Cow Creek [Pacheco Gp]",NA,"",5,"Turonian","",93.9,89.8,11610,"gp_mid",-82.26,49.89,"101",91.85
"26927",44218,"col","",-122.235558,40.637501,"Near CAS 27831 - Little Cow Creek [Pacheco Gp]",NA,"",2,"Turonian","",93.9,89.8,11610,"gp_mid",-82.26,49.89,"101",91.85
"26949",44240,"col","",-121.709999,37.584999,"Arroyo del Valle",NA,"",4,"Turonian","",93.9,89.8,11610,"gp_mid",-80.45,44.38,"130",91.85
"26950",44241,"col","",-121.720001,37.575001,"South of Livermore",NA,"",5,"Turonian","",93.9,89.8,11610,"gp_mid",-80.46,44.37,"130",91.85
"28175",45559,"col","Kanguk",-92.181664,79.39167,"Expedition Fiord, Axel Heiberg",NA,"",13,"Turonian","",93.9,89.8,11962,"gp_mid",6.83,76.14,"106",91.85
"35943",55529,"col","Ulansuhai",103.87722,41.28611,"Suhongtu, Ulan Suhai (MHIDP)",NA,"Sinornithomimus type",2,"Turonian","",93.9,89.8,14984,"gp_mid",108.58,38.29,"604",91.85
"36789",56634,"col","Crevasse Canyon",-108.060898,35.574501,"KU 38",NA,"KUVP-38",1,"Turonian","",93.9,89.8,15088,"gp_mid",-67.65,42.9,"101",91.85
"36928",56896,"col","Cajamarca",-78.73333,-6.566667,"Bed 50, Section 1 - Lajas (Cajamarca Fm)",NA,"",3,"Turonian","",93.9,89.8,15338,"gp_mid",-46.51,-6.6,"201",91.85
"36929",56897,"col","Cajamarca",-78.73333,-6.566667,"Bed 45, Section 1 - Lajas (Cajamarca Fm)",NA,"",4,"Turonian","",93.9,89.8,15338,"gp_mid",-46.51,-6.6,"201",91.85
"36930",56898,"col","Conor",-78.73333,-6.566667,"Bed 42, Section 1 - Lajas (Conor Fm)",NA,"",2,"Turonian","",93.9,89.8,15338,"gp_mid",-46.51,-6.6,"201",91.85
"36931",56899,"col","Conor",-78.73333,-6.566667,"Bed 34, Section 1 - Lajas (Conor Fm)",NA,"",2,"Turonian","",93.9,89.8,15338,"gp_mid",-46.51,-6.6,"201",91.85
"36932",56900,"col","Conor",-78.73333,-6.566667,"Bed 33, Section 1 - Lajas (Conor Fm)",NA,"",3,"Turonian","",93.9,89.8,15338,"gp_mid",-46.51,-6.6,"201",91.85
"37038",57014,"col","Frontier",-109.417221,40.578056,"Red Fleet dam",NA,"",1,"Turonian","",93.9,89.8,15378,"gp_mid",-67.71,48.02,"101",91.85
"37039",57015,"col","Frontier",-109.417221,40.578056,"Red Fleet Lake SW",NA,"",1,"Turonian","",93.9,89.8,15378,"gp_mid",-67.71,48.02,"101",91.85
"37533",57533,"col","White Chalk",0.183333,50.799999,"Beachy Head and Eastbourne, Sussex, Gun-Gardens-55-12",NA,"",11,"Turonian","",93.9,89.8,15482,"gp_mid",14.68,44.71,"315",91.85
"37534",57534,"col","White Chalk",0.183333,50.799999,"Beachy Head and Eastbourne, Sussex, Gun-Gardens-56-12",NA,"",18,"Turonian","",93.9,89.8,15482,"gp_mid",14.68,44.71,"315",91.85
"37535",57535,"col","White Chalk",0.183333,50.799999,"Beachy Head and Eastbourne, Sussex, Gun-Gardens-58-13",NA,"",16,"Turonian","",93.9,89.8,15482,"gp_mid",14.68,44.71,"315",91.85
"37536",57536,"col","White Chalk",0.183333,50.799999,"Beachy Head and Eastbourne, Sussex, Gun-Gardens-59-13",NA,"",12,"Turonian","",93.9,89.8,15482,"gp_mid",14.68,44.71,"315",91.85
"37752",57763,"col","Eagle Ford",-96.90583,32.764168,"Chalk Hill Road",NA,"",1,"Turonian","",93.9,89.8,15530,"gp_mid",-56.5,38.27,"101",91.85
"38499",58578,"col","",13.8,50.400002,"Echinodermata, Pyropensande, Trebivlice, Bohemia",NA,"",4,"Turonian","",93.9,89.8,16634,"gp_mid",26.66,43.67,"305",91.85
"38525",58602,"col","",63.833302,40.75,"Aigyrbulak",NA,"",1,"Turonian","",93.9,89.8,16510,"gp_mid",71.68,34.63,"402",91.85
"38526",58603,"col","",64.583336,41.150002,"Aznek",NA,"",3,"Turonian","",93.9,89.8,16510,"gp_mid",72.33,35.08,"402",91.85
"39115",59210,"col","",68.633331,36.099998,"Inoceramids, White limestone, Turonian, Pul-i-Khumri, Katagan",NA,"",1,"Turonian","",93.9,89.8,16934,"gp_mid",76.56,30.3,"402",91.85
"39527",59637,"col","",0.783333,49.116669,"Lense 1, Asteroidea, Hardground Tilleul 2, Turonian, Valleuse du Tilleul",NA,"",4,"Turonian","",93.9,89.8,17061,"gp_mid",15.01,43,"305",91.85
"39528",59638,"col","",0.783333,49.116669,"Lense 2, Asteroidea, Hardground Tilleul 2, Turonian, Valleuse du Tilleul",NA,"",3,"Turonian","",93.9,89.8,17061,"gp_mid",15.01,43,"305",91.85
"41453",61913,"col","Middle Napo",-77.75,-1.583333,"Pastaza River, Oriente Basin, Middle Napo Formation",NA,"",2,"Turonian","",93.9,89.8,17883,"gp_mid",-45.39,-1.65,"201",91.85
"41721",62347,"col","Redding",-122.133331,40.672779,"LACMIP loc. 10761, Little Cow Creek valley",NA,"CIT loc. 1439",1,"Turonian","",93.9,89.8,18028,"gp_mid",-82.13,49.92,"101",91.85
"41722",62350,"col","Ladd",-117.5,33.5,"LACMIP loc. 8170, Santa Ana Mountains",NA,"CIT loc. 1828",2,"Turonian","",93.9,89.8,18028,"gp_mid",-75.25,38.86,"105",91.85
"41734",62362,"col","Hornbrook",-122.553131,41.875072,"LACMIP 27228, Hornbrook area",NA,"",1,"Turonian","",93.9,89.8,18028,"gp_mid",-82.31,51.15,"101",91.85
"42278",63082,"col","Kaskapau",-120.925003,55.1525,"Quality Creek, site 1 (facies 3)",NA,"",2,"Turonian","",93.9,89.8,18154,"gp_mid",-75.23,63.94,"101",91.85
"42279",63083,"col","Kaskapau",-120.925003,55.1525,"Quality Creek, site 5 (facies 5)",NA,"",4,"Turonian","",93.9,89.8,18154,"gp_mid",-75.23,63.94,"101",91.85
"42280",63084,"col","Kaskapau",-120.925003,55.1525,"Quality Creek, site 1 (facies 7)",NA,"",7,"Turonian","",93.9,89.8,18154,"gp_mid",-75.23,63.94,"101",91.85
"43027",64441,"col","La Luna",-70.428299,9.0989,"A-7544",NA,"",1,"Turonian","",93.9,89.8,18619,"gp_mid",-37.77,8.82,"201",91.85
"43028",64442,"col","La Luna",-70.428299,9.0989,"A-8608",NA,"",2,"Turonian","",93.9,89.8,18619,"gp_mid",-37.77,8.82,"201",91.85
"43029",64443,"col","La Luna",-70.428299,9.0989,"Chejende-Miton Road A-8858",NA,"",1,"Turonian","",93.9,89.8,18619,"gp_mid",-37.77,8.82,"201",91.85
"43030",64444,"col","La Luna",-70.428299,9.0989,"Chejende-Miton Road A-8862",NA,"",1,"Turonian","",93.9,89.8,18619,"gp_mid",-37.77,8.82,"201",91.85
"43031",64445,"col","La Luna",-70.428299,9.0989,"Chejende-Miton Road A-8859",NA,"",1,"Turonian","",93.9,89.8,18619,"gp_mid",-37.77,8.82,"201",91.85
"43032",64446,"col","La Luna",-70.428299,9.0989,"Chejende-Miton Road A-8864",NA,"",1,"Turonian","",93.9,89.8,18619,"gp_mid",-37.77,8.82,"201",91.85
"43033",64447,"col","La Luna",-70.428299,9.0989,"Chejende-Miton Road A-8868",NA,"",1,"Turonian","",93.9,89.8,18619,"gp_mid",-37.77,8.82,"201",91.85
"43034",64448,"col","La Luna",-70.428299,9.0989,"Chejende-Miton Road A-8870",NA,"",1,"Turonian","",93.9,89.8,18619,"gp_mid",-37.77,8.82,"201",91.85
"43035",64449,"col","La Luna",-70.428299,9.0989,"A-9722",NA,"",1,"Turonian","",93.9,89.8,18619,"gp_mid",-37.77,8.82,"201",91.85
"43036",64450,"col","La Luna",-70.428299,9.0989,"A-9750",NA,"",1,"Turonian","",93.9,89.8,18619,"gp_mid",-37.77,8.82,"201",91.85
"43037",64452,"col","La Luna",-70.428299,9.0989,"A-9778",NA,"",2,"Turonian","",93.9,89.8,18619,"gp_mid",-37.77,8.82,"201",91.85
"43043",64458,"col","La Luna",-70.428299,9.0989,"Chejende-Miton Road A-7562",NA,"",1,"Turonian","",93.9,89.8,18619,"gp_mid",-37.77,8.82,"201",91.85
"43359",65022,"col","Oguwa",132.75,33.25,"Oguwa Formation, Chikanaga area",NA,"",20,"Turonian","",93.9,89.8,18725,"gp_mid",136.79,39.08,"610",91.85
"44547",66679,"col","",-122.199997,40.599998,"loc. 161",NA,"CAS 27831, 28103",2,"Turonian","",93.9,89.8,18968,"gp_mid",-82.23,49.85,"101",91.85
"44548",66680,"col","",-122.169998,40.700001,"loc. 162",NA,"CAS 10664-10666",2,"Turonian","",93.9,89.8,18968,"gp_mid",-82.17,49.95,"101",91.85
"44549",66681,"col","",-122.550003,41.91,"loc. 163",NA,"CAS 444, 10663",2,"Turonian","",93.9,89.8,18968,"gp_mid",-82.3,51.19,"101",91.85
"44550",66682,"col","",-122.550003,41.91,"loc. 167",NA,"CAS 444A",1,"Turonian","",93.9,89.8,18968,"gp_mid",-82.3,51.19,"101",91.85
"44551",66683,"col","",-117.57,33.880001,"loc. 167",NA,"CAS 444A",1,"Turonian","",93.9,89.8,18968,"gp_mid",-75.27,39.24,"105",91.85
"44589",66787,"col","Campur",-90.974998,17.216667,"El Ceibo, Peten, Campur Formation",NA,"",1,"Turonian","",93.9,89.8,19019,"gp_mid",-54.01,21.97,"205",91.85
"44647",66924,"col","Ulansuhai",105.943283,40.301338,"Maortu",NA,"Chilantai, Jilantai",5,"Turonian","",93.9,89.8,19051,"gp_mid",110.72,37.52,"604",91.85
"44648",66925,"col","Ulansuhai",105.943283,40.301338,"Tashuikou",NA,"Chilantai, Jilantai, Dashuigou, Tao-Suei-Gou ",4,"Turonian","",93.9,89.8,19051,"gp_mid",110.72,37.52,"604",91.85
"45142",67565,"col","",22.783333,42.75,"Rebro, Pernik",NA,"",2,"Turonian","",93.9,89.8,19255,"gp_mid",30.88,27.15,"308",91.85
"45143",67566,"col","",22.733334,42.816666,"Kjulina, Tran area, Pernik",NA,"",2,"Turonian","",93.9,89.8,19255,"gp_mid",30.89,27.23,"308",91.85
"46475",69154,"col","Saku",142,44.666668,"T1083p - Saku (Saku Formation)",NA,"",6,"Turonian","",93.9,89.8,19937,"gp_mid",142.45,51.97,"610",91.85
"46476",69155,"col","Saku",142,44.666668,"T43 - Saku (Saku Formation)",NA,"",6,"Turonian","",93.9,89.8,19937,"gp_mid",142.45,51.97,"610",91.85
"46477",69156,"col","Saku",142,44.666668,"T5054 - Saku (Saku Formation)",NA,"",4,"Turonian","",93.9,89.8,19937,"gp_mid",142.45,51.97,"610",91.85
"46478",69157,"col","Saku",142,44.083332,"R2110 - Obira (Saku Formation)",NA,"",11,"Turonian","",93.9,89.8,19937,"gp_mid",142.71,51.41,"610",91.85
"46479",69158,"col","Saku",142,44.083332,"R6732 - Obira (Saku Formation)",NA,"",9,"Turonian","",93.9,89.8,19937,"gp_mid",142.71,51.41,"610",91.85
"46480",69159,"col","Saku",142,44.083332,"R2003 - Obira (Saku Formation)",NA,"",10,"Turonian","",93.9,89.8,19937,"gp_mid",142.71,51.41,"610",91.85
"46481",69160,"col","Saku",142,44.083332,"R4533p - Obira (Saku Formation)",NA,"",7,"Turonian","",93.9,89.8,19937,"gp_mid",142.71,51.41,"610",91.85
"46483",69162,"col","Saku",142,44.083332,"R4018b - Obira (Saku Formation)",NA,"",10,"Turonian","",93.9,89.8,19937,"gp_mid",142.71,51.41,"610",91.85
"46484",69163,"col","Saku",142,44.083332,"R2113 - Obira (Saku Formation)",NA,"",8,"Turonian","",93.9,89.8,19937,"gp_mid",142.71,51.41,"610",91.85
"46485",69164,"col","Saku",142,44.083332,"R6551p - Obira (Saku Formation)",NA,"",5,"Turonian","",93.9,89.8,19937,"gp_mid",142.71,51.41,"610",91.85
"46486",69165,"col","Saku",142,44.083332,"R6628 - Obira (Saku Formation)",NA,"",8,"Turonian","",93.9,89.8,19937,"gp_mid",142.71,51.41,"610",91.85
"46487",69166,"col","Saku",142,44.083332,"R4001 - Obira (Saku Formation)",NA,"",7,"Turonian","",93.9,89.8,19937,"gp_mid",142.71,51.41,"610",91.85
"46488",69167,"col","Saku",142,44.083332,"R6140 - Obira (Saku Formation)",NA,"",9,"Turonian","",93.9,89.8,19937,"gp_mid",142.71,51.41,"610",91.85
"46489",69168,"col","Saku",142,44.083332,"R4546p - Obira (Saku Formation)",NA,"",2,"Turonian","",93.9,89.8,19937,"gp_mid",142.71,51.41,"610",91.85
"46490",69169,"col","Saku",142,44.083332,"R2026 - Obira (Saku Formation)",NA,"",8,"Turonian","",93.9,89.8,19937,"gp_mid",142.71,51.41,"610",91.85
"46491",69170,"col","Saku",142,44.083332,"R6302 - Obira (Saku Formation)",NA,"",4,"Turonian","",93.9,89.8,19937,"gp_mid",142.71,51.41,"610",91.85
"46492",69171,"col","Saku",142,44.083332,"R6317 - Obira (Saku Formation)",NA,"",10,"Turonian","",93.9,89.8,19937,"gp_mid",142.71,51.41,"610",91.85
"46493",69172,"col","Saku",142,43.083332,"Y1648 - Oyubari (Saku Formation)",NA,"",11,"Turonian","",93.9,89.8,19937,"gp_mid",143.14,50.44,"610",91.85
"46494",69173,"col","Saku",142,43.083332,"Y1620 - Oyubari (Saku Formation)",NA,"",6,"Turonian","",93.9,89.8,19937,"gp_mid",143.14,50.44,"610",91.85
"46495",69174,"col","Saku",142,43.083332,"Y1624 - Oyubari (Saku Formation)",NA,"",9,"Turonian","",93.9,89.8,19937,"gp_mid",143.14,50.44,"610",91.85
"46496",69175,"col","Saku",142,43.083332,"Y5251 - Oyubari (Saku Formation)",NA,"",6,"Turonian","",93.9,89.8,19937,"gp_mid",143.14,50.44,"610",91.85
"46574",69423,"col","Nkalagu Shale",7.5,6.5,"Nkalagu Shale - Sample 42, Section Band 20",NA,"",2,"Turonian","",93.9,89.8,19984,"gp_mid",8.03,-3.24,"701",91.85
"46575",69424,"col","Nkalagu Shale",7.5,6.5,"Nkalagu Shale - Sample 34, Section Band 20",NA,"",1,"Turonian","",93.9,89.8,19984,"gp_mid",8.03,-3.24,"701",91.85
"46576",69425,"col","Nkalagu Shale",7.5,6.5,"Nkalagu Shale - Samples 15-21, Section Band 20",NA,"",3,"Turonian","",93.9,89.8,19984,"gp_mid",8.03,-3.24,"701",91.85
"46623",69615,"col","Budden Canyon",-122.618057,40.475277,"CAS 69098 - Gas Point Mbr, Budden Canyon Fm",NA,"LACMIP 23903",1,"Turonian","",93.9,89.8,18617,"gp_mid",-81.05,47.33,"130",91.85
"46624",69616,"col","Budden Canyon",-122.52861,40.397778,"CAS 69106 - Gas Point Mbr, Budden Canyon Fm",NA,"LACMIP 23808",1,"Turonian","",93.9,89.8,18617,"gp_mid",-80.96,47.24,"130",91.85
"46627",69619,"col","Budden Canyon",-122.559998,40.454723,"CAS 69099 - Gas Point Mbr, Budden Canyon Fm",NA,"LACMIP 23817",1,"Turonian","",93.9,89.8,18617,"gp_mid",-80.99,47.3,"130",91.85
